review	sectionId	type_page	type_model	type_review	used
Занятия с педагогом идут по плану. Она хорошо преподает английский язык, доступно объясняет материал и всегда готовится к урокам заранее! Я очень довольна сотрудничеством  со специалистом - она помогает мне освоить разговорный уровень английского языка, а также дает знания грамматики. Мы занимаемся не так долго (около месяца), но уже есть положительные результаты от занятий : я стала лучше понимать английскую речь на слух; мой словарный запас увеличился в разы!	Репетиторы по английскому языку		порог 0.8, ранд seed ранд тем от 0.1 до 0.691	AI	0.0
Занятия с педагогом продолжаются, очень довольны сотрудничеством. Она - профессионал своего дела! Умеет найти подход к ученику и доступно объяснить материал по английскому языку для подготовки в вузе или техникумах за короткий срок (3-4 недели). Мы продолжаем заниматься до сих пор успешно благодаря ее профессионализму!!!	Репетиторы по английскому языку		порог 0.8, ранд seed ранд тем от 0.1 до 0.3319	AI	0.0
Занятия с педагогом проходят очень хорошо. Она - профессионал своего дела, умеет найти подход к ученику и грамотно построить урок! Уроки всегда начинаются вовремя без переносов или опозданий со стороны преподавателя. Специалист прекрасно владеет английским языком!	Репетиторы по английскому языку		порог 0.8, ранд seed ранд тем от 0.1 до 0.3472	AI	0.0
Занятия с преподавателем продолжаются. Она очень хороший преподаватель, грамотный и компетентный в своей области специалист! Репетитор помогает мне освоить английский язык, доступно преподносит материал по предмету. Мы работаем над лексикой английского языка (грамматика), произношением слов на английском языке(с использованием различных источников информации). Она всегда пунктуальна!	Репетиторы по английскому языку		порог 0.8, ранд seed ранд тем от 0.1 до 0.755	AI	0.0
Занятия с учителем очень нравятся, материал объясняет доходчиво и понятно. Уроки проходят в комфортной атмосфере для обучения! Педагог помогает мне освоить английский язык на высоком уровне благодаря грамотному подходу к обучению - все доступно преподносится  по предмету. Я уже значительно лучше стала знать грамматику языка, улучшила разговорную речь! Спасибо большое за подбор отличного репетитора!!!	Репетиторы по английскому языку		порог 0.8, ранд seed ранд тем от 0.1 до 0.1409	AI	0.0
Занятия с преподавателем продолжаются, и положительные результаты уже появились. Педагог помогает мне освоить английский язык на начальном уровне для работы (я работаю в IT сфере). Репетитор использует различные методики обучения - аудио-, видеоматериалы , учебники. Уроки проходят интересно! Я очень довольна сотрудничеством!	Репетиторы по английскому языку		порог 0.8, ранд seed ранд тем от 0.1 до 0.625	AI	0.0
Занятия с педагогом продолжаются. Она очень хороший преподаватель, грамотный и компетентный в своей области специалист! Репетитор помогает мне освоить английский язык на высоком уровне владения предметом (грамматика), имеет четкую методику преподавания материала - все отлично усваивается слушателем! Ольга Александровна всегда приходит вовремя, занятия проходят интересно. Я уже значительно лучше стала знать грамматику английского языка благодаря работе преподавателя!!!	Репетиторы по английскому языку		порог 0.8, ранд seed ранд тем от 0.1 до 0.3391	AI	0.0
Занятия с педагогом были полезны для меня. Я подтянул разговорный английский язык, улучшил грамматику и обогатил лексический запас по предмету в целом! Мне понравилось заниматься с ней именно как с человеком - она очень приятная во всех отношениях.	Репетиторы по английскому языку		порог 0.8, ранд seed ранд тем от 0.1 до 0.4069	AI	0.0
Занятия с преподавателем английского языка были очень результативны. У меня повысился уровень знаний, я стала лучше понимать английский язык и разговаривать на нем! Репетитор умеет найти подход к ученику  в доступной форме объясняет материал так что все хорошо усваивается!	Репетиторы по английскому языку		порог 0.8, ранд seed ранд тем от 0.1 до 0.3395	AI	0.0
Занятия с преподавателем английского языка продолжаются, она нравится мне лично. Репетитор помогает мне повысить уровень владения английским языком до более продвинутого уровня (на данный момент мы уже перешли на третий курс ВУЗа). Это пунктуальный человек! Она всегда приходит вовремя к занятиям по английскому языку.	Репетиторы по английскому языку		порог 0.8, ранд seed ранд тем от 0.1 до 0.830	AI	0.0
Занятия с преподавателем проходят очень легко и интересно. Она использует в работе различные аудио-, видеоматериалы, учебные пособия на английском языке для лучшего усвоения материала ученицей (в том числе по грамматике). Уроки всегда начинаются вовремя без опозданий!	Репетиторы по английскому языку		порог 0.8, ранд seed ранд тем от 0.1 до 0.1506	AI	0.0
Занятия с преподавателем по английскому языку были очень продуктивными. Педагог хорошо владеет своим предметом и грамотно его преподает! Репетитор помогала мне освоить разговорный английский язык на начальном уровне для общения в поездках за границу (в частности - США). За время занятий я значительно улучшил свои знания грамматики языка благодаря грамотному построению уроков педагога. Спасибо ей большое!	Репетиторы по английскому языку		порог 0.8, ранд seed ранд тем от 0.1 до 0.1516	AI	0.0
Занятия с репетитором английского языка были полезны. Педагог хорошо владеет своим предметом, материал объясняет доступно и понятно для меня. За время занятий я добилась хороших результатов в изучении предмета - мой уровень знаний по английскому языку повысился!	Репетиторы по английскому языку		порог 0.8, ранд seed ранд тем от 0.1 до 0.1095	AI	0.0
Занятия с репетитором продолжаются, я довольна. У меня есть положительные результаты от занятий - мой уровень английского языка стал выше! Я очень благодарна педагогу за обучение и надеюсь на дальнейшее сотрудничество в будущем году!	Репетиторы по английскому языку		порог 0.8, ранд seed ранд тем от 0.1 до 0.597	AI	0.0
Занятиями с репетитором английского языка мы остались довольны! Репетитор хорошо владеет своим предметом и грамотно его преподает. С ученицей они занимались по школьной программе 2 раза в неделю  до конца учебного года (учитель заметила у ребенка значительные улучшения). Результаты занятий положительные - успеваемость девочки повысилась на 1 балл. Работу преподавателя оцениваем положительно!	Репетиторы по английскому языку		порог 0.8, ранд seed ранд тем от 0.1 до 0.295	AI	0.0
Здравствуйте! Занимаюсь с репетитором по английскому языку уже 2 месяца. Мне нравится, как она проводит занятия и материал объясняет доступно для меня (я студент 1 курса). Уроки проходят в комфортной обстановке на нейтральной территории у преподавателя дома или офисе за городом. Я доволен своим обучением - мои знания улучшаются день ото дня, а самое главное что я получаю удовольствие от занятий!	Репетиторы по английскому языку		порог 0.8, ранд seed ранд тем от 0.1 до 0.3648	AI	0.0
